127.0.0.1 - - [21/Apr/2020:10:50:01 +0900] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:01 +0900] "GET /cris/ HTTP/1.1" 200 60
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/index/index.do HTTP/1.1" 200 22008
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/js/jquery.easing.min.js HTTP/1.1" 200 5555
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/css/ncmik/jquery-ui.css HTTP/1.1" 200 35619
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/css/ncmik/index.css HTTP/1.1" 200 65174
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/css/ncmik/mediaMain.css HTTP/1.1" 200 12099
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/bootstrap/css/bootstrap.css HTTP/1.1" 200 141702
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/js/jquery-1.11.3.min.js HTTP/1.1" 200 97175
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/bootstrap/css/carousel.css HTTP/1.1" 200 8784
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/js/html5shiv.min.js HTTP/1.1" 200 2638
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/js/visual.js HTTP/1.1" 200 10672
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/js/commonPop.js HTTP/1.1" 200 3637
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/js/common.js HTTP/1.1" 200 35177
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/js/jquery.popupoverlay.js HTTP/1.1" 200 30463
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/js/dtree.js HTTP/1.1" 200 13449
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/js/paging/jquery.paging.js HTTP/1.1" 200 2411
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/js/paging/jquery.paging.min.js HTTP/1.1" 200 3513
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/js/jquery.treeview.js HTTP/1.1" 200 8212
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/images/main/foot02.PNG HTTP/1.1" 200 23249
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/images/main/foot01.PNG HTTP/1.1" 200 27944
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/css/ncmik/NotoSansKR-Hestia.css HTTP/1.1" 200 2948
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/css/ncmik/fonts/eot/NotoSansKR-Thin-Hestia.eot HTTP/1.1" 200 399826
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/css/ncmik/fonts/eot/NotoSansKR-Light-Hestia.eot HTTP/1.1" 200 397306
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/css/ncmik/fonts/eot/NotoSansKR-Regular-Hestia.eot HTTP/1.1" 200 393250
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/css/ncmik/fonts/eot/NotoSansKR-Medium-Hestia.eot HTTP/1.1" 200 391574
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/css/ncmik/fonts/eot/NotoSansKR-Bold-Hestia.eot HTTP/1.1" 200 396774
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/css/ncmik/fonts/eot/NotoSansKR-Black-Hestia.eot HTTP/1.1" 200 404094
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/resources/images/main/logo.png HTTP/1.1" 200 6561
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:03 +0900] "GET /cris/index/auth/readMenuAuth.do?menu_url=%2Findex%2Findex.do&_=1587433803760 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:04 +0900] "GET /cris/mng/pop/mainPopList.do?_=1587433803761 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:04 +0900] "GET /cris/echo-ws/info?t=1587433804123 HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:04 +0900] "GET /cris/echo-ws/456/s22sdyor/websocket HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:12 +0900] "GET /cris/index/index.do HTTP/1.1" 200 22008
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:13 +0900] "GET /cris/index/auth/readMenuAuth.do?menu_url=%2Findex%2Findex.do&_=1587433813622 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:13 +0900] "GET /cris/mng/pop/mainPopList.do?_=1587433813623 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:13 +0900] "GET /cris/echo-ws/info?t=1587433813774 HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:13 +0900] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:13 +0900] "GET /cris/echo-ws/049/g10zamho/websocket HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:18 +0900] "GET /cris/board/qna/board.do HTTP/1.1" 200 42253
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:19 +0900] "GET /cris/index/auth/readMenuAuth.do?menu_url=%2Fboard%2Fqna%2Fboard.do&_=1587433818582 HTTP/1.1" 200 1548
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:20 +0900] "POST /cris/board/qna/boardQnaList.do HTTP/1.1" 200 5276
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:23 +0900] "POST /cris/board/qna/boardQnaList.do HTTP/1.1" 200 5314
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:24 +0900] "POST /cris/board/qna/boardQnaList.do HTTP/1.1" 200 4289
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:27 +0900] "POST /cris/board/qna/boardQnaList.do HTTP/1.1" 200 5276
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:28 +0900] "GET /cris/resources/images/sub/right_arrow.png HTTP/1.1" 200 1274
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:29 +0900] "GET /cris/board/listBoard.do?frm_id=NB HTTP/1.1" 200 39296
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:29 +0900] "GET /cris/resources/css/tree/code.css HTTP/1.1" 200 3146
0:0:0:0:0:0:0:1 - - [21/Apr/2020:10:50:29 +0900] "GET /cris/resources/css/tree/jquery.treeview.css HTTP/1.1" 200 4057
