127.0.0.1 - - [29/Jan/2020:09:37:28 +0900] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:28 +0900] "GET /cris/ HTTP/1.1" 200 60
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/index/index.do HTTP/1.1" 200 18901
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/js/jquery.easing.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/js/html5shiv.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/js/visual.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/js/jquery-1.11.3.min.js HTTP/1.1" 200 97175
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/js/commonPop.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/js/common.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/js/jquery.popupoverlay.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/js/dtree.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/js/paging/jquery.paging.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/js/paging/jquery.paging.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/js/jquery.treeview.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/css/ncmik/jquery-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/css/ncmik/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/css/ncmik/mediaMain.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/bootstrap/css/carousel.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/bootstrap/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/images/main/foot02.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/images/main/foot01.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/css/ncmik/NotoSansKR-Hestia.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/css/ncmik/fonts/eot/NotoSansKR-Thin-Hestia.eot HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/css/ncmik/fonts/eot/NotoSansKR-Light-Hestia.eot HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/css/ncmik/fonts/eot/NotoSansKR-Regular-Hestia.eot HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/css/ncmik/fonts/eot/NotoSansKR-Medium-Hestia.eot HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/css/ncmik/fonts/eot/NotoSansKR-Bold-Hestia.eot HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:30 +0900] "GET /cris/resources/css/ncmik/fonts/eot/NotoSansKR-Black-Hestia.eot HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:31 +0900] "GET /cris/index/auth/readMenuAuth.do?menu_url=%2Findex%2Findex.do&_=1580258250946 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:31 +0900] "GET /cris/mng/pop/mainPopList.do?_=1580258250947 HTTP/1.1" 200 1320
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:31 +0900] "GET /cris/resources/images/main/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:31 +0900] "GET /cris/echo-ws/info?t=1580258251395 HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:31 +0900] "POST /cris/indexPop.do HTTP/1.1" 200 5578
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:31 +0900] "GET /cris/indexPop.do HTTP/1.1" 200 5523
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:31 +0900] "GET /cris/resources/css/print/print-preview.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:31 +0900] "GET /cris/resources/css/print/print.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:31 +0900] "GET /cris/echo-ws/574/khsgqau0/websocket HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:31 +0900] "GET /cris/resources/css/print/screen.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:31 +0900] "GET /cris/resources/js/commAttfile.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:31 +0900] "GET /cris/resources/js/jquery.print-preview.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:31 +0900] "GET /cris/resources/js/jquery.printElement.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:31 +0900] "GET /cris/resources/css/ncmik/subIndex.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:31 +0900] "GET /cris/resources/css/popup.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:31 +0900] "GET /cris/resources/js/chart/jui/jquery-ui.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:31 +0900] "GET /cris/resources/css/jquery-ui.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:31 +0900] "GET /cris/resources/css/ncmik/wonkiIndex.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2020:09:37:31 +0900] "GET /cris/resources/css/ncmik/KoreaOpenMed.css HTTP/1.1" 304 -
